Table 210-06402 : Unemployed persons and unemployment rate by educational attainment and sex,,,,,,,,
10/2022 - 12/2022,,Secondary,38.5,4.2,24.3,2.6,62.8,3.4
10/2022 - 12/2022,,Post-secondary (4),31.7,3.7,24.6,2.9,56.3,3.3
10/2022 - 12/2022,,Overall,75.8,4.0,51.5,2.7,127.2,3.3
1/2023 - 3/2023,,Primary and below,4.5,3.7,2.1,1.3,6.6,2.4
1/2023 - 3/2023,,Secondary,38.2,4.2,22.2,2.4,60.4,3.3
1/2023 - 3/2023,,Post-secondary (4),26.9,3.1,21.8,2.6,48.7,2.9
1/2023 - 3/2023,,Overall,69.6,3.7,46.1,2.4,115.7,3.0
4/2023 - 6/2023,,Primary and below,3.8,3.3,2.7,1.7,6.5,2.4
4/2023 - 6/2023,,Secondary,37.4,4.1,23.6,2.6,61.0,3.3
4/2023 - 6/2023,,Post-secondary (4),27.7,3.2,19.0,2.3,46.7,2.8
4/2023 - 6/2023,,Overall,68.9,3.6,45.3,2.4,114.2,3.0
7/2023 - 9/2023,,Primary and below,3.6,3.2,1.2,0.8,4.9,1.9
7/2023 - 9/2023,,Secondary,32.2,3.5,20.0,2.1,52.2,2.8
7/2023 - 9/2023,,Post-secondary (4),28.7,3.3,28.1,3.3,56.8,3.3
7/2023 - 9/2023,,Overall,64.6,3.4,49.3,2.6,113.9,3.0
10/2023 - 12/2023,,Primary and below,3.9,3.5,2.0,1.3,5.9,2.3
10/2023 - 12/2023,,Secondary,33.6,3.7,18.4,1.9,51.9,2.8
10/2023 - 12/2023,,Post-secondary (4),25.2,2.9,22.9,2.7,48.1,2.8
10/2023 - 12/2023,,Overall,62.7,3.3,43.2,2.2,105.9,2.8
1/2024 - 3/2024,,Primary and below,3.5,3.2,1.5,1.0,5.0,1.9
1/2024 - 3/2024,,Secondary,34.7,3.9,19.4,2.1,54.1,3.0
1/2024 - 3/2024,,Post-secondary (4),29.1,3.3,23.4,2.8,52.5,3.1
1/2024 - 3/2024,,Overall,67.4,3.6,44.3,2.3,111.7,2.9
4/2024 - 6/2024,,Primary and below,2.8,2.7,3.5,2.2,6.2,2.4
4/2024 - 6/2024,,Secondary,35.5,3.9,21.1,2.2,56.6,3.1
4/2024 - 6/2024,,Post-secondary (4),31.6,3.6,20.3,2.4,51.9,3.0
4/2024 - 6/2024,,Overall,69.9,3.7,44.9,2.3,114.7,3.0
7/2024 - 9/2024,,Primary and below,4.1 p,3.9 p,2.1 p,1.4 p,6.3 p,2.5 p
7/2024 - 9/2024,,Secondary,36.5 p,4.1 p,23.0 p,2.4 p,59.5 p,3.2 p
7/2024 - 9/2024,,Post-secondary (4),28.8 p,3.3 p,25.3 p,3.0 p,54.1 p,3.1 p
7/2024 - 9/2024,,Overall,69.5 p,3.7 p,50.5 p,2.6 p,119.9 p,3.1 p
 ,,,,,,,,
Note(s):,,,,,,,,
"Number of persons are rounded to the nearest hundred.Figures in the table may not add up to the total due to rounding.For annual estimates less than 1 000 and quarterly estimates less than 3 000, they should be interpreted with caution due to relatively large sampling error.Starting from 2001, annual figures are compiled based on the survey results of the General Household Survey from January to December of the year concerned as well as the mid-year population estimates.",,,,,,,,
"1 Unemployed persons refer to those persons aged 15 and over who fulfil the following conditions :(a) have not had a job and have not performed any work for pay or profit during the 7 days before enumeration;(b) have been available for work during the 7 days before enumeration; and(c) have sought work during the 30 days before enumeration.However, if a person aged 15 or over fulfils the conditions (a) and (b) above but has not sought work during the 30 days before enumeration because he/she believes that work is not available, he/she is still classified as unemployed, being regarded as a so-called ""discouraged worker"".Notwithstanding the above, the following types of persons are also classified as unemployed :(a) persons without a job, have sought work but have not been available for work because of temporary sickness; and(b) persons without a job, have been available for work but have not sought work because they :(i) have made arrangements to take up a new job or to start business on a subsequent date; or(ii) were expecting to return to their original jobs. Unemployed persons with a previous job by previous industry/occupation do not include first-time job-seekers and re-entrants into the labour force who were unemployed as information on previous industry/occupation of these persons is not available.",,,,,,,,
2 Unemployment rate refers to the proportion of unemployed persons in the labour force.,,,,,,,,
"3 Educational attainment refers to the highest level of education ever attained by a person in school or other educational institution, regardless of whether he/she had completed the course. Only formal courses are counted as educational attainment.",,,,,,,,
4 Including non-degree and degree courses.,,,,,,,,
p Provisional figure,,,,,,,,
 ,,,,,,,,
Source:,,,,,,,,
"General Household Survey Section (3),Census and Statistics Department(Enquiry telephone no. : 2887 5508 Enquiry e-mail : ghs@censtatd.gov.hk)",,,,,,,,
 ,,,,,,,,
"Release Date: 18 October, 2024",,,,,,,,
